date,level,applicationName,instanceId,eventTickCount,eventId,pid,tid,message,activityId
2016-06-10T09:00:43,Error,dummyweb,c0afb9,636011460439483095,0,4504,178,"System.AggregateException: One or more errors occurred. ---> System.Threading.Tasks.TaskCanceledException: A task was canceled.
   --- End of inner exception stack trace ---
   at System.Threading.Tasks.Task.ThrowIfExceptional(Boolean includeTaskCanceledExceptions)
   at System.Threading.Tasks.Task`1.GetResultCore(Boolean waitCompletionNotification)
   at System.Threading.Tasks.Task`1.get_Result()
   at Dummy.Web.Controllers.Base.BaseController.<>c__DisplayClass8_0.<<RefreshMobileServiceClient>b__0>d.MoveNext()
---> (Inner Exception #0) System.Threading.Tasks.TaskCanceledException: A task was canceled.<---
",00000000-0000-0000-7002-0080010000de
2016-06-10T09:00:43,Error,dummyweb,c0afb9,636011460439483095,0,4504,163,"System.AggregateException: One or more errors occurred. ---> System.Exception: RefreshMobileServiceClient is failed
   at Dummy.Web.Controllers.Base.BaseController.<>c__DisplayClass8_0.<<RefreshMobileServiceClient>b__0>d.MoveNext()
   --- End of inner exception stack trace ---
   at System.Threading.Tasks.Task.ThrowIfExceptional(Boolean includeTaskCanceledExceptions)
   at System.Threading.Tasks.Task.Wait(Int32 millisecondsTimeout, CancellationToken cancellationToken)
   at Dummy.Web.Controllers.Base.BaseController.RefreshMobileServiceClient(RequestContext requestContext)
---> (Inner Exception #0) System.Exception: RefreshMobileServiceClient is failed
   at Dummy.Web.Controllers.Base.BaseController.<>c__DisplayClass8_0.<<RefreshMobileServiceClient>b__0>d.MoveNext()<---
",00000000-0000-0000-7002-0080010000de
2016-06-10T09:00:46,Information,dummyweb,c0afb9,636011460464326371,0,4504,3,Redirecting: https://dummyweb.azurewebsites.net/,
2016-06-10T09:02:08,Information,dummyweb,c0afb9,636011461283880328,0,4504,206,"6/10/2016 9:02:08 AM: d95cc318-8b7c-4939-b82f-b99151037009 - AcquireTokenHandlerBase: === Token Acquisition started:
	Authority: https://login.windows.net/12345678-1234-5678-1234-123456789012/
	Resource: 12345678-1234-5678-1234-123456789012
	ClientId: 12345678-1234-5678-1234-123456789012
	CacheType: Microsoft.IdentityModel.Clients.ActiveDirectory.TokenCache (11 items)
	Authentication Target: UserPlusClient
	",00000000-0000-0000-7402-0080010000de
2016-06-10T09:02:08,Information,dummyweb,c0afb9,636011461287161936,0,4504,324,"6/10/2016 9:02:08 AM: d95cc318-8b7c-4939-b82f-b99151037009 - AcquireTokenHandlerBase: === Token Acquisition finished successfully. An access token was retuned:
	Access Token Hash: jZXjKraQeSbIwKT+Vw3Vyk0F/KY3cXt+DR0/OVbsBp4=
	Refresh Token Hash: gHD5/oWYbq6AvaHCHW8PU48Mk3sraovY4LFZadaauSk=
	Expiration Time: 6/10/2016 10:02:08 AM +00:00
	User Hash: null
	",00000000-0000-0000-7402-0080010000de
2016-06-10T09:03:48,Error,dummyweb,c0afb9,636011462287355471,0,4504,178,"System.AggregateException: One or more errors occurred. ---> System.Threading.Tasks.TaskCanceledException: A task was canceled.
   --- End of inner exception stack trace ---
   at System.Threading.Tasks.Task.ThrowIfExceptional(Boolean includeTaskCanceledExceptions)
   at System.Threading.Tasks.Task`1.GetResultCore(Boolean waitCompletionNotification)
   at System.Threading.Tasks.Task`1.get_Result()
   at Dummy.Web.Controllers.Base.BaseController.<>c__DisplayClass8_0.<<RefreshMobileServiceClient>b__0>d.MoveNext()
---> (Inner Exception #0) System.Threading.Tasks.TaskCanceledException: A task was canceled.<---
",00000000-0000-0000-7402-0080010000de
2016-06-10T09:03:48,Error,dummyweb,c0afb9,636011462287355471,0,4504,127,"System.AggregateException: One or more errors occurred. ---> System.Exception: RefreshMobileServiceClient is failed
   at Dummy.Web.Controllers.Base.BaseController.<>c__DisplayClass8_0.<<RefreshMobileServiceClient>b__0>d.MoveNext()
   --- End of inner exception stack trace ---
   at System.Threading.Tasks.Task.ThrowIfExceptional(Boolean includeTaskCanceledExceptions)
   at System.Threading.Tasks.Task.Wait(Int32 millisecondsTimeout, CancellationToken cancellationToken)
   at Dummy.Web.Controllers.Base.BaseController.RefreshMobileServiceClient(RequestContext requestContext)
---> (Inner Exception #0) System.Exception: RefreshMobileServiceClient is failed
   at Dummy.Web.Controllers.Base.BaseController.<>c__DisplayClass8_0.<<RefreshMobileServiceClient>b__0>d.MoveNext()<---
",00000000-0000-0000-7402-0080010000de
2016-06-10T09:03:49,Information,dummyweb,c0afb9,636011462292042518,0,4504,191,"6/10/2016 9:03:49 AM: ae060253-d6ca-4905-bfe4-c1fc10b0576c - AcquireTokenHandlerBase: === Token Acquisition started:
	Authority: https://login.windows.net/12345678-1234-5678-1234-123456789012/
	Resource: 12345678-1234-5678-1234-123456789012
	ClientId: 12345678-1234-5678-1234-123456789012
	CacheType: Microsoft.IdentityModel.Clients.ActiveDirectory.TokenCache (11 items)
	Authentication Target: UserPlusClient
	",00000000-0000-0000-dd02-0080010000a5
2016-06-10T09:03:49,Information,dummyweb,c0afb9,636011462294599318,0,4504,232,"6/10/2016 9:03:49 AM: ae060253-d6ca-4905-bfe4-c1fc10b0576c - AcquireTokenHandlerBase: === Token Acquisition finished successfully. An access token was retuned:
	Access Token Hash: jIWrAvMPbEsGQqo/5D3p1o1j+AAX/OIRlNydAGmZhLw=
	Refresh Token Hash: zxm+lgBNFD36wgUmjaWQy5x0Zkyd2i+t+bI3PqpXd0c=
	Expiration Time: 6/10/2016 10:03:48 AM +00:00
	User Hash: null
	",00000000-0000-0000-dd02-0080010000a5

