date,level,applicationName,instanceId,eventTickCount,eventId,pid,tid,message,activityId
2016-03-13T09:00:02,Information,dummywebAPI,68c9d5,635934564029404819,0,6100,109,"Request, Method=GET, Url=https://dummywebapi.azurewebsites.net/api/BizSpark/UpdateAzureUsage?key=IOUiuhIUYTgi, Message='https://dummywebapi.azurewebsites.net/api/BizSpark/UpdateAzureUsage?key=IOUiuhIUYTgi'",00000000-0000-0000-2c00-0080000000fa


2016-03-13T09:00:02,Information,dummywebAPI,68c9d5,635934564029404819,0,6100,109,"Message='BizSpark', Operation=DefaultHttpControllerSelector.SelectController",00000000-0000-0000-2c00-0080000000fa
2016-03-13T09:00:02,Information,dummywebAPI,68c9d5,635934564029404819,0,6100,109,"Message='DummyNetService.Controllers.Api.BizSparkController', Operation=DefaultHttpControllerActivator.Create",00000000-0000-0000-2c00-0080000000fa
2016-03-13T09:00:02,Information,dummywebAPI,68c9d5,635934564029404819,0,6100,109,"Message='DummyNetService.Controllers.Api.BizSparkController', Operation=HttpControllerDescriptor.CreateController",00000000-0000-0000-2c00-0080000000fa
2016-03-13T09:00:02,Information,dummywebAPI,68c9d5,635934564029404819,0,6100,109,"Message='Selected action 'UpdateAzureUsage(String key)'', Operation=ApiControllerActionSelector.SelectAction",00000000-0000-0000-2c00-0080000000fa
2016-03-13T09:00:02,Information,dummywebAPI,68c9d5,635934564029404819,0,6100,109,"Message='Parameter 'key' bound to the value 'IOUiuhIUYTgi'', Operation=ModelBinderParameterBinding.ExecuteBindingAsync",00000000-0000-0000-2c00-0080000000fa
2016-03-13T09:00:02,Information,dummywebAPI,68c9d5,635934564029404819,0,6100,109,"Message='Model state is valid. Values: key=IOUiuhIUYTgi', Operation=HttpActionBinding.ExecuteBindingAsync",00000000-0000-0000-2c00-0080000000fa
2016-03-13T09:00:35,Error,dummywebAPI,68c9d5,635934564352415974,0,6100,112,"Operation=ReflectedHttpActionDescriptor.ExecuteAsync, Exception=System.Data.Entity.Core.EntityCommandExecutionException: An error occurred while reading from the store provider's data reader. See the inner exception for details. ---> System.Data.SqlClient.SqlException: Timeout expired.  The timeout period elapsed prior to completion of the operation or the server is not responding. ---> System.ComponentModel.Win32Exception: The wait operation timed out
   --- End of inner exception stack trace ---
   at System.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at System.Data.SqlClient.SqlInternalConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at System.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady)
   at System.Data.SqlClient.SqlDataReader.TryReadInternal(Boolean setTimeout, Boolean& more)
   at System.Data.SqlClient.SqlDataReader.ReadAsync(CancellationToken cancellationToken)
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Data.Entity.Core.Common.Internal.Materialization.Shaper`1.<StoreReadAsync>d__0.MoveNext()
   --- End of inner exception stack trace ---
   at System.Data.Entity.Core.Common.Internal.Materialization.Shaper`1.HandleReaderException(Exception e)
   at System.Data.Entity.Core.Common.Internal.Materialization.Shaper`1.<StoreReadAsync>d__0.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Data.Entity.Core.Common.Internal.Materialization.Shaper`1.SimpleEnumerator.<MoveNextAsync>d__4.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Data.Entity.Infrastructure.IDbAsyncEnumerableExtensions.<ForEachAsync>d__5`1.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Data.Entity.Utilities.TaskExtensions.CultureAwaiter`1.GetResult()
   at System.Data.Entity.Infrastructure.IDbAsyncEnumerableExtensions.<ToArrayAsync>d__13`1.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.ValidateEnd(Task task)
   at DummyNetService.Controllers.Api.BizSparkController.<GetDummiesForLastMonthAsync>d__3.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at DummyNetService.Controllers.Api.BizSparkController.<UpdateTableAzureUsageAsync>d__5.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at DummyNetService.Controllers.Api.BizSparkController.<UpdateAsureUsagesAsync>d__2.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at DummyNetService.Controllers.Api.BizSparkController.<UpdateAzureUsage>d__0.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Threading.Tasks.TaskHelpersExtensions.<CastToObject>d__3`1.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Web.Http.Tracing.ITraceWriterExtensions.<TraceBeginEndAsyncCore>d__18`1.MoveNext()",00000000-0000-0000-2c00-0080000000fa
